,text,search_term,related,sentiment1,sentiment2,sentiment3
7581,Boeing terminates joint venture agreement with Brazil's Embraer ,Boeing,1.0,1.0,-1.0,-1.0
7582,Boeing pushes back target date for fixing 737 Max as coronavirus hinders progress,Boeing,1.0,1.0,0.0,-0.5
7583,Today marks Dave Calhoun’s 100th day as the CEO of Boeing. @Lebeaucarnews takes a look back at some of the biggest challenges and milestones of his first 100 days.,Boeing,1.0,1.0,0.0,0.0
7594,Boeing considering 10% payroll cut after coronavirus pandemic shuts down plane manufacturing,Boeing,1.0,1.0,-1.0,-1.0
7599,"Stocks making the biggest moves after hours: Gannett, Kraft Heinz, Boeing &amp; more ",Boeing,1.0,-1.0,0.0,0.0
7600,Boeing to suspend 787 production in South Carolina 'until further notice' due to coronavirus,Boeing,1.0,1.0,-1.0,-1.0
7602,"Stocks making the biggest moves in the premarket: Slack, Zoom, JetBlue, Delta, Boeing &amp; more ",Boeing,1.0,-1.0,0.0,0.0
7603,Boeing extends Seattle-area production shutdown until further notice amid coronavirus pandemic ,Boeing,1.0,1.0,-1.0,-1.0
7604,Boeing to get nearly $900 million in withheld payments from Air Force as coronavirus hits industry,Boeing,1.0,1.0,-1.0,0.0
7606,"Coronavirus live updates: Boeing offers workforce buyouts, Spain's death toll tops 10,000",Boeing,1.0,0.5,-1.0,0.0
7609,In the latest Coronavirus Business Update newsletter: Wearing a face mask in crowded places could help protect vulnerable people from Covid-19 Boeing suppliers Hexcel and Woodward have called off their $6.4bn merger,Boeing,1.0,1.0,0.0,-1.0
7611,‘I’m not essential’: Boeing employees return to work despite pandemic ,Boeing,1.0,1.0,-0.5,-0.5
7616,Boeing announces voluntary layoff plan amid #coronavirus crisis ,Boeing,1.0,1.0,-1.0,-0.5
7617,Boeing Dreamlifter transports 1.5 mln face masks from China to U.S.,Boeing,1.0,1.0,0.0,0.5
7618,"Boeing 737-700 aircraft carries 540,000 face masks from China to U.S. state of New Hampshire as part of #COVID19 transport mission",Boeing,1.0,1.0,0.0,0.0
7619,Boeing delivers first reusable 3D-printed face shields for #COVID19 response,Boeing,1.0,-1.0,0.0,0.5
7622,"Boeing plans to slash staff, reports $1.7 billion loss amid pandemic fallout, Max grounding",Boeing,1.0,1.0,-1.0,-1.0
7623,Boeing workers return to their factories to find hand washing stations and a sense of worry ,Boeing,1.0,1.0,0.0,0.0
7628,Boeing offers employees buyouts as U.S. economy shudders ,Boeing,1.0,1.0,-1.0,-1.0
7634,Two influential proxy advisers are recommending Boeing shareholders vote against key board members to protest the plane maker’s handling of the 737 MAX crisis,Boeing,1.0,-1.0,,-0.5
7635,"The House has passed a $484 billion bill to help small businesses and hospitals, Boeing’s troubled 737 MAX is unlikely to win regulatory approval until August or later, the holy month of Ramadan starts amid strict lockdown orders #WSJWhatsNow",Boeing,1.0,1.0,-1.0,-1.0
7636,"The coronavirus pandemic is expected to prolong regulatory approval for the troubled Boeing 737 MAX, which has been grounded since March 2019",Boeing,1.0,1.0,-1.0,-1.0
7639,"Boeing is considering a plan to reduce its workforce by about 10%, people familiar with the matter said, as the aerospace giant grapples with the fallout from the coronavirus pandemic",Boeing,1.0,0.5,-1.0,-1.0
7641,Boeing is offering buyout packages to its workforce as it comes to grips with the coronavirus pandemic’s deepening toll on the aviation industry ,Boeing,1.0,1.0,-1.0,-1.0
7644,Boeing to cut staff by 10% amid coronavirus pandemic,Boeing,1.0,0.5,-1.0,-1.0
7668,Boeing renonce au rachat de la division aviation civile d'Embraer ,Boeing,1.0,0.0,,-0.5
7670,Boeing pulls out of Embraer merger talks: sources ,Boeing,1.0,0.0,-1.0,-1.0
7671,Boeing pulls out of $4.2 billion deal for Embraer's commercial jet unit,Boeing,1.0,1.0,-1.0,-1.0
7672,Proxy advisers recommend Boeing shareholders vote against key board members ,Boeing,1.0,1.0,0.0,-0.5
7677,"Boeing, Intel weigh on Dow as investors wary of economic recovery ",Boeing,1.0,1.0,,-0.5
7682,Brazil's Embraer says discussing with Boeing to extend deal closure date ,Boeing,1.0,1.0,0.0,-0.5
7684,"EU antitrust regulators resume probe into Boeing, Embraer deal ",Boeing,1.0,1.0,0.0,0.0
7685,Boeing names CFO to manage new group overseeing key operations ,Boeing,1.0,1.0,0.0,0.0
7701,"Boeing supplier furloughs 2,300 employees on closure of Boeing facilities amid COVID-19",Boeing,1.0,1.0,-1.0,-1.0
7704,Boeing considers potential 10% cut to workforce: WSJ,Boeing,1.0,0.5,-1.0,-1.0
7721,Boeing CEO sees lasting impact of coronavirus pandemic on aerospace industry: memo ,Boeing,1.0,1.0,-1.0,-1.0
7724,Boeing ponders its bail-out options ,Boeing,1.0,1.0,0.0,0.0
7726,Boeing's new boss Dave Calhoun may have to pick between a bitter market rescue and an unsavoury government one ,Boeing,1.0,1.0,0.0,-0.5
7731,"Boeing announced it would cut 10% of its jobs, about 16,000 positions, through a combination of buyouts, natural attrition and involuntary layoffs. The cuts will be deepest in Boeing's commercial airplane unit -- about 15% of jobs.",Boeing,1.0,0.5,-1.0,-1.0
7733,"New Hampshire has received more than half a million face masks, courtesy of Boeing and inventor Dean Kamen. ",Boeing,1.0,1.0,0.0,0.5
7740,"Boeing is extending the temporary suspension of production operations at its Puget Sound and Moses Lake facilities in Washington state because of the coronavirus pandemic, the company says. ",Boeing,1.0,1.0,-1.0,-1.0
7742,"Boeing, which is contending with the economic fallout from the coronavirus pandemic and the grounding of its 737 Max jets, said that it had terminated an agreement to buy 80% of Embraer’s commercial jet business for $4.2 billion",Boeing,1.0,1.0,-1.0,-1.0
7748,"Stocks making the biggest moves after hours: IBM, JM Smucker, United Airlines and more ",United Airlines,1.0,1.0,0.0,0.0
7756,United Airlines is scaling back flights to two New York City-area airports in an effort to reduce the number of employees who report there. ,United Airlines,1.0,1.0,-1.0,-0.5
7759,United Airlines sells $1 billion of stock in fresh move to weather pandemic,United Airlines,1.0,1.0,-1.0,-1.0
7763,United Airlines likely to report a $2.1 billion quarterly pretax loss amid the coronavirus pandemic,United Airlines,1.0,1.0,-1.0,-1.0
7765,United Airlines sees first-quarter $2.1 billion pretax loss as coronavirus hits LatAm investments,United Airlines,1.0,1.0,-1.0,-1.0
7767,"United Airlines, whose shares have plummeted in value by 68% in the last 9 weeks, is planning to raise $1 billion by selling additional shares. It's a highly unusual move for an established company that is losing money and reporting steep revenue declines.",United Airlines,1.0,1.0,-1.0,-1.0
7772,‘We’re also human beings': Uber drivers pay tribute to colleagues lost to Covid-19 – video,UBER,1.0,-1.0,0.0,0.0
7773,Uber driver dies from Covid-19 after hiding it over fear of eviction,UBER,1.0,-1.0,0.0,0.0
7779,Uber said it would pay drivers who get the coronavirus. This man was denied anyway ,UBER,1.0,1.0,0.0,0.0
7782,"Former Uber CEO Travis Kalanick had launched a new business last month called ‘Internet Food Court’. Then suddenly on Tuesday, shortly after we approached him for further comment, the online presence for the company vanished ",UBER,1.0,1.0,-0.5,-0.5
7785,Uber orders tens of millions masks for drivers globally amid #CoronavirusPandemic ,UBER,1.0,1.0,0.0,0.5
7786,"Ola, Uber to be used for non-#COVID-19 emergencies: Karnataka government",UBER,1.0,-1.0,1.0,0.0
7791,Uber to start shipping car disinfectants to drivers ,UBER,1.0,1.0,,0.5
7792,"The new speakeasy: Uber Eats has turned into a rogue cocktail bar. Drivers are delivering cocktails and mimosas without ID'ing, in some cases discretely leaving the to-go drinks by the customers' doors without ever seeing their faces. ",UBER,1.0,1.0,-1.0,-1.0
7794,Uber drivers and other gig economy workers were promised unemployment benefits. It may be a long wait. ,UBER,1.0,1.0,0.0,0.0
7798,Restaurants’ increasing dependence on companies like DoorDash and Uber Eats during the pandemic has inflamed their frustrations—and prompted some to strike back ,UBER,1.0,-1.0,1.0,0.5
7800,Venture firm Benchmark raises new fund without early Uber investor: source ,UBER,1.0,1.0,,0.0
7801,Uber launches website to help drivers navigate U.S. unemployment system ,UBER,1.0,1.0,0.0,0.0
7802,Uber to take charge of up to $2.2 billion due to coronavirus crisis,UBER,1.0,1.0,-0.5,-1.0
7809,Uber to give drivers millions of face masks to battle coronavirus ,UBER,1.0,1.0,0.0,0.5
7811,Millions of people staying at home may sound like a recipe for success for the online food-delivery market. But some of the world’s biggest players like Uber Eats and Just Eat have been hit by a double whammy ,UBER,1.0,1.0,-0.5,-0.5
7822,"Stocks making the biggest moves after hours: PVH, Royal Caribbean, AMC &amp; more ",Royal Caribbean,1.0,1.0,0.0,0.0
7830,"Tesla ventilators won't arrive in time for coronavirus apex, Cuomo says ",Tesla,1.0,0.0,-0.5,-0.5
7836,Tesla board members must now rely on Elon Musk to pay legal expenses ,Tesla,1.0,1.0,0.0,-0.5
7838,"China's battered Tesla rival Nio brushes off coronavirus impact, says the worst is over ",Tesla,1.0,1.0,,-0.5
7859,Tesla furloughs hit half of U.S. sales and delivery employees ,Tesla,1.0,1.0,-1.0,-0.5
7864,Tesla engineers are building ventilators for coronavirus patients out of car parts—take a look. (via @CNBCMakeIt) ,Tesla,1.0,1.0,0.0,0.0
7865,"Tesla just revealed its prototype ventilator, made from adapted parts from electric vehicles. Take a look. ",Tesla,1.0,1.0,0.0,0.0
7881,Tesla reportedly seeks rent reductions after coronavirus-linked staff pay cuts and furloughs ,Tesla,1.0,1.0,-1.0,-1.0
7885,Tesla ekes out profit despite virus disruptions ,Tesla,1.0,-1.0,1.0,1.0
7888,"""Dear Elon..."": Ukraine asks Tesla chief for ventilators to fight virus ",Tesla,1.0,1.0,0.0,0.0
7896,Tesla CEO Elon Musk's ability to navigate the pandemic faces a test this week ,Tesla,1.0,1.0,0.0,0.0
7897,Tesla told its landlords it would like to discuss options “so we can continue to partner and work together to ensure a continued and mutually beneficial relationship” ,Tesla,1.0,1.0,-0.5,0.0
7901,Tesla's profit streak not derailed by coronavirus as auto industry braces for losses ,Tesla,1.0,-1.0,1.0,0.5
7910,"On @Breakingviews - Tesla gets board street cred it sorely needs, writes @AntonyMCurrie: ",Tesla,1.0,0.0,1.0,0.0
7940,'Dear Elon': Ukraine takes up Tesla's ventilator offer via Twitter ,Tesla,1.0,1.0,0.0,0.0
7946,This was supposed to be the year that profit became the norm at Tesla. Then came the coronavirus crisis. ,Tesla,1.0,1.0,0.0,-0.5
7952,"The Tesla Quartet, an acclaimed young ensemble, was making a fragile but sustainable living. Then came the coronavirus. ",Tesla,1.0,1.0,,0.0
7954,"Tomorrow at 5:00 pm, join us for a FB Live panel w/ @RiseNowUs in honor of #SAAM. Moderated by @lannadelgrey, panel participants @nguyen_amanda, @sebastianlanz and Dr.Ganguly will discuss the challenges #COVID19 presents for survivors.",FB,1.0,-1.0,0.0,0.0
7955,"Facebook’s top brass gathered at Mark Zuckerberg’s 700-acre estate on Kauai to refocus FB. Changes came, but not what everyone expected.",FB,1.0,1.0,0.0,0.0
7956,"If an advert for an official NHS Coronavirus contact-tracing app appeared in your Facebook news feed, would you install it? ",Facebook,1.0,1.0,0.0,0.0
7958,Join @thomgibbs tomorrow for the Telegraph's pub quiz on Facebook LIVE at 8.10 pm #YouAreNotAlone,Facebook,0.0,1.0,0.0,0.0
7959,"This is not a case of “good king, bad advisers” The inside story of how Facebook went from idealism to scandal, by @LFDodds",Facebook,1.0,1.0,0.0,0.0
7963,"This is a testing time for all of us. So, we've launched the Telegraph Community Facebook group where you can talk gardening, films and more and talk exclusively to our writers and experts. Join us here today #YouAreNotAlone ",Facebook,1.0,1.0,0.0,0.0
7966,"Dawn Madsen and Frank Gulenchyn were long-time residents of Ontario's Durham region, according to the Regional Municipality of Durham. ""Our hearts go out to their family and all families affected by this senseless tragedy,"" said the release. 14/ (Jon Farrington/Facebook)",Facebook,0.0,1.0,0.0,0.0
7968,"Family members posted several tributes to Peter and Joy Bond on Facebook, identifying them as victims of the shooting. They are survived by two adult sons. 12/ (Facebook)",Facebook,0.0,1.0,0.0,0.0
7969,"Heather O'Brien was a licensed practical nurse, a wife, mother and grandmother. The Victorian Order of Nurses confirmed she worked there for nearly 17 years.",Facebook,0.0,1.0,0.0,0.0
7970,"Kristen Beaton, a continuing-care assistant, was a wife and mother. The Victorian Order of Nurses confirmed she worked there for nearly six years. The organization called her compassionate and caring. 8/ (Facebook)",Facebook,0.0,1.0,0.0,0.0
7971,The federal privacy commissioner concluded in February that Facebook broke Canada's privacy laws. Facebook wants that finding tossed out. ,Facebook,1.0,1.0,-1.0,-1.0
7972,"Tom Bagley of West Wentworth, N.S., is being remembered for always willing to lend a hand to others. 7/ (Charlene Bagley/Facebook)",Facebook,0.0,1.0,0.0,0.0
7973,"Lisa McCully was a longtime teacher and a mother of two who lived in Portapique, N.S. She taught at Debert Elementary School. ""She was somebody who taught from the heart,"" said Nova Scotia Teachers Union president Paul Wozney. 3/ (Facebook)",Facebook,0.0,1.0,0.0,0.0
7974,"Facebook, Twitter and Google have taken unprecedented steps to fight misinformation online because of the COVID-19 pandemic.",Facebook,1.0,-1.0,1.0,0.5
7976,A man who lost his wife and daughter in the Flight 752 disaster says he received a stream of hateful messages on Facebook. Family members of other victims also say they have been threatened.,Facebook,1.0,-1.0,0.0,0.0
7977,Jennifer Saunders denies writing Facebook post attacking NHS over PPE shortages ,Facebook,0.0,1.0,0.0,0.0
7978,Travel expert @SimonCalder is now live on Facebook to answer your questions ,Facebook,0.0,1.0,0.0,0.0
7988,Facebook stops advertisers from being able to target users interested in 'pseudoscience' ,Facebook,1.0,-1.0,0.0,0.0
7989,Travel expert @SimonCalder is answering your questions live on Facebook now ,Facebook,0.0,1.0,0.0,0.0
7992,Republican governor condemns senator’s anti-semitic Facebook post along with sign at lockdown protest ,Facebook,1.0,-1.0,0.0,0.0
7997,Facebook bans protest events against social distancing ,Facebook,1.0,-1.0,0.0,0.0
8001,Facebook refuses to crack down on armed anti-lockdown marches ,Facebook,1.0,-1.0,0.0,0.0
8004,Our travel expert @SimonCalder will be answering all your questions live on Facebook from 12 noon,Facebook,0.0,1.0,0.0,0.0
8006,Australia forces Google and Facebook to fund traditional news ,Facebook,1.0,1.0,0.0,0.0
8013,Facebook removes sports therapy video for the elderly over 'sexual activity' violation pic.twitter.com/78DNt6i7R9,Facebook,1.0,-1.0,0.0,0.0
8014,Facebook adds new 'Care' reaction ,Facebook,1.0,1.0,0.0,0.0
8016,"Our Travel Correspondent, @SimonCalder will be answering all your concerns live on Facebook from 12 noon today Click the link below to get involved",Facebook,0.0,1.0,0.0,0.0
8030,Our travel expert Simon Calder is answering your questions live on Facebook now: ,Facebook,0.0,1.0,0.0,0.0
8032,Our Travel Correspondent @SimonCalder will be answering all your concerns live on Facebook from 12 noon this afternoon Make sure you're there,Facebook,0.0,1.0,0.0,0.0
8035,Facebook adds 'quiet mode' to stop it being so stressful ,Facebook,1.0,-1.0,0.0,0.0
8036,Join our live Travel Q&A with Simon Calder on Facebook now: ,Facebook,0.0,1.0,0.0,0.0
8040,Nigel Farage did a Facebook Live in eye-wateringly short shorts and we all just want to un-see it ,Facebook,0.0,1.0,0.0,0.0
8042,Got a question about how coronavirus has changed your travel plans? Ask @SimonCalder live on Facebook from 12 noon,Facebook,0.0,1.0,0.0,0.0
8045,Man shot dead while streaming hide and seek 'game night' on Facebook Live ,Facebook,0.0,-1.0,0.0,0.0
8047,Facebook says it is taking 'aggressive steps' in response to 5G coronavirus conspiracy theory,Facebook,1.0,1.0,0.0,0.0
8048,Facebook Messenger app launched on Mac and Windows as users rush to group video chats ,Facebook,1.0,1.0,0.0,0.0
8049,"Facebook is like Galactus, but instead of eating planets it's eating your data. And now it seems they may have a new means to do so. ",Facebook,1.0,1.0,-1.0,-1.0
8051,Facebook deems protests ‘harmful misinformation’ as citizens defy quarantine orders ,Facebook,1.0,1.0,0.0,0.0
8052,Facebook is starting to sound like every comically evil big tech company science-fiction novels have been warning us about for eons. ,Facebook,1.0,1.0,0.0,0.0
8054,"#Facebook &amp; #Twitter censor posts from Latin American Presidents under the cover of #COVID19, including the leaders of Brazil &amp; Venezuela. Chris Sweeney asks whether the social media giants would dare do the same to the leaders of more powerful nations?",Facebook,1.0,1.0,0.0,0.0
8055,Facebook and Google to be forced to share advertising revenue with Australian media companies ,Facebook,1.0,1.0,-0.5,-0.5
8057,Naturalists flock to Chris Packham's DIY 'Springwatch' on Facebook ,Facebook,1.0,1.0,,0.0
8058,"Media deal with Facebook and Google more urgent with coronavirus taking jobs, says regulator ",Facebook,1.0,1.0,0.0,0.0
8059,"In this Covid-19 era, families live-stream funerals on Facebook",Facebook,1.0,1.0,0.0,0.0
8061,Facebook needs an 'encore' beyond advertising to make Gene Munster believe in the stock ,Facebook,1.0,1.0,-1.0,-0.5
8064,Facebook CFO David Wehner says ad revenue outlook 'really uncertain' amid pandemic ,Facebook,1.0,1.0,-1.0,-0.5
8066,"""We're not immune to this crisis,"" Facebook CFO David Wehner said as he noted the company saw a steep decline in ad revenue amid the Covid-19 pandemic.",Facebook,1.0,1.0,-1.0,-1.0
8068,Here's what to expect when Facebook reports earnings after the bell ,Facebook,1.0,1.0,0.0,0.5
8073,"From Facebook to the State Department, here's how the coronavirus outbreak has changed summer internships. (via @CNBCMakeIt)",Facebook,1.0,1.0,0.0,0.0
8082,Join us Monday at 1 p.m. ET on our Facebook page for a conversation with CNBC's @laurenthomas and President of @JLL's Retail Advisory Services Naveen Jaggi. They’ll discuss the state of the retail industry during the coronavirus pandemic. Send us your questions!,Facebook,0.0,1.0,0.0,0.0
8084,"Wondering about the impact of oil's historic plunge? Concerned about how long this unprecedented market volatility will last? We'll be live with @BobPisani answering your questions Friday at 12 p.m. ET, on our Facebook page. Send us your questions!",Facebook,0.0,1.0,0.0,0.0
8086,Virus precautions by Facebook Marketplace in the UK are falling short of its rivals ,Facebook,1.0,1.0,0.0,-0.5
8088,"Join us Thursday at 1 p.m. ET, 10 a.m. PT on the CNBC Facebook page for a conversation with @veevasystems CEO Peter Gassner and Tech Reporters @levynews and @chrissyfarr. They’ll be discussing how software is helping drugmakers in the race to find a cure for Covid-19.",Facebook,0.0,1.0,0.0,0.0
8109,"Do we need to sacrifice privacy to resume life as normal? Join us Tuesday at 1 p.m. ET on our Facebook page for a conversation with tech reporter @chrissyfarr, and Boston Children's Hospital's @mandl. They'll answer key privacy questions surrounding coronavirus and technology.",Facebook,0.0,1.0,0.0,0.0
8111,Facebook spent $23.4 million in 2019 on Mark Zuckerberg's security and private air travel,Facebook,1.0,1.0,-1.0,0.0
8112,We're LIVE discussing telemedicine in the age of coronavirus with @OneMedical Chair and CEO Amir Dan Rubin and @BerthaCoombs on Facebook. ,Facebook,0.0,1.0,0.0,0.0
8114,Join us tomorrow at 11AM ET on our Facebook page for a conversation with @BerthaCoombs and @OneMedical Chair and CEO Amir Dan Rubin. They'll discuss telemedicine during the coronavirus pandemic and how it can help companies on the road to reopening.,Facebook,0.0,1.0,0.0,0.0
8115,"We're LIVE with Stocks Editor Bob Pisani talking volatility, markets, coronavirus, and more on Facebook. ",Facebook,0.0,1.0,0.0,0.0
8118,"Wondering how long this unprecedented market volatility will last? Uncertain about where we go from here? Concerned about the earnings season ahead? We'll be live with @BobPisani answering your questions Thursday at 12 p.m. ET, on our Facebook page. Send us your questions!",Facebook,0.0,1.0,0.0,0.0
8123,"Facebook defends against COVID-19 misinformation criticism and state government ""collusion"" claims",Facebook,1.0,1.0,-1.0,-1.0
8125,GOP senator criticizes Facebook for removing some event pages promoting protests against stay-at-home orders ,Facebook,1.0,0.0,-1.0,-0.5
8126,Facebook says its new COVID-19 symptom maps could predict disease spread,Facebook,1.0,0.0,1.0,0.5
8129,"Economic impact of coronavirus on women is ""devastating"" and exacerbating inequality, says Facebook's Sheryl Sandberg ",Facebook,1.0,-1.0,0.0,0.0
8130,Aung San Suu Kyi turns to Facebook to get coronavirus message out ,Facebook,1.0,0.0,1.0,0.0
8131,"""Domestic worker of African citizenship (Nigerian) for sale with a new residency and full legal papers,"" was posted on Facebook by a man in Lebanon. ",Facebook,0.0,0.0,-2.0,0.0
8132,Lebanon arrests a man suspected for putting a Nigerian domestic worker up 'for sale' on Facebook ,Facebook,1.0,0.0,-2.0,0.0
8137,Facebook has reported a leap in user numbers as many of its key territories entered lockdown conditions to combat the spread of #coronavirus,Facebook,1.0,0.0,1.0,1.0
8138,Coronavirus: Facebook warns 'increased engagement' during lockdowns may not last ,Facebook,1.0,0.0,1.0,0.0
8147,Facebook launches Tuned app to let couples build digital scrapbook ,Facebook,1.0,0.0,1.0,1.0
8148,"Facebook will ask users whether they have been infected with the #coronavirus as part of a project to generate ""heat maps"" of the outbreak",Facebook,1.0,0.0,1.0,0.5
8149,Coronavirus: Facebook to produce 'heat maps' of COVID-19 infections,Facebook,1.0,0.0,1.0,0.5
8152,How Facebook’s Libra went from world changer to just another PayPal ,Facebook,1.0,0.0,-1.0,-0.5
8158,"Corona comedy: Facebook cabaret, gamer gags and a WhatsApp panel show ",Facebook,1.0,-1.0,0.0,0.0
8160,Extremists are promoting anti-government violence on Facebook. The social media giant is doing little about it. ,Facebook,1.0,0.0,-1.0,-0.5
8162,Case against Facebook page for circulating fake news in J&amp;K's Udhampur ,Facebook,1.0,0.0,-1.0,-1.0
8163,Facebook upgrades video chat service to target Zoom users ,Facebook,1.0,0.0,1.0,0.5
8167,Why Facebook invested $5.7 billion in Reliance Jio,Facebook,1.0,0.0,1.0,1.0
8169,Facebook Teams Up With Mukesh Ambani's Jio: Mark Zuckerberg Shares Why ,Facebook,1.0,0.0,1.0,0.5
8172,"""I'm in custody"": 'Nisha Jindal' with 10,000 Facebook followers turns out a man",Facebook,0.0,-1.0,0.0,0.0
8174,Indian parents in UAE attend son's funeral in Kerala through Facebook ,Facebook,0.0,0.0,1.0,0.0
8175,Facebook to warn users who liked false #COVID19 posts,Facebook,1.0,0.0,1.0,0.0
8178,"Facebook sues Indian techie for running deceptive ads, #COVID19 fake news",Facebook,1.0,1.0,-1.0,0.0
8181,"Facebook announced it would remove anything promoting anti-lockdown protests, the company must determine whether protests violate the states' individual stay-home orders ",Facebook,1.0,-1.0,0.5,0.0
8185,"More than 10,000 people respond to an Israeli woman’s Facebook plea to help overworked health-care workers in the country’s battle against the coronavirus. Volunteers are going grocery shopping, delivering meals, babysitting and even walking pets.",Facebook,1.0,1.0,0.0,0.0
8186,Facebook earnings rise but uncertainties dominate ,Facebook,1.0,0.0,0.5,0.5
8188,Pro-gun activists using Facebook groups to push anti-quarantine protests ,Facebook,1.0,0.0,-1.0,0.0
8196,"""Events that defy government's guidance on social distancing aren't allowed on Facebook,"" a company spokesperson says. ",Facebook,1.0,-1.0,1.0,0.0
8197,"NEW: Facebook removes anti-quarantine events promoted on the platform in California, Nebraska and New Jersey, after consultation with state governments that say the events violate their respective stay-at-home orders. ",Facebook,1.0,-1.0,1.0,0.0
8203,Facebook is taking on Zoom with a 50-person video chat feature,Facebook,1.0,0.0,1.0,1.0
8204,"Australian officials believe they can succeed where other countries, including France and Spain, had failed in making Google and Facebook pay ",Facebook,1.0,0.0,0.5,0.0
8206,Facebook and Instagram removed posts that showed Brazilian President Jair Bolsonaro walking around outside and mingling with groups ,Facebook,1.0,0.0,1.0,0.0
8211,Facebook’s largest foreign investment gives it a foothold in rural India and a powerful local ally ,Facebook,1.0,0.0,1.0,1.0
8212,Social networking is splintering into niche communities. That means less time for Facebook. ,Facebook,1.0,0.0,-1.0,-0.5
8213,"A judge approved Facebook’s $5 billion settlement with the Federal Trade Commission over privacy violations, the agency says—overruling objections that the deal didn’t adequately punish the company",Facebook,1.0,-1.0,1.0,-1.0
8214,Facebook’s answer to Zoom: a video-chat feature called Messenger Rooms that can accommodate up to 50 people,Facebook,1.0,0.0,1.0,1.0
8217,Facebook's new deal gives it an opportunity to bring WhatsApp into closer partnership with one of the biggest telecom providers in India’s telecommunication industry #WSJWhatsNow,Facebook,1.0,0.0,1.0,1.0
8219,"As Ohio congressional candidate Kate Schroder was preparing to share information in a recent Facebook video about the state’s Democratic primary delay, her preschooler decided it would be a good idea to join ",Facebook,0.0,1.0,0.0,0.0
8223,"Facebook is canceling all gatherings with 50 or more people through June 2021, Mark Zuckerberg said in a post outlining a cautious return for the social media giant from the coronavirus disruption",Facebook,1.0,-1.0,1.0,-0.5
8229,Facebook’s WhatsApp battles coronavirus misinformation by limiting the ability to forward messages ,Facebook,1.0,0.0,1.0,0.5
8230,Coronavirus is fueling heavy demand at companies from FedEx to Facebook. But more business isn’t always good business in a pandemic. ,Facebook,1.0,0.0,0.5,0.5
8231,Facebook sees signs of stability in ad spending ,Facebook,1.0,0.0,1.0,0.5
8233,Facebook enters the videoconferencing fray with Messenger Rooms ,Facebook,1.0,0.0,1.0,1.0
8237,Facebook's big India deal portends a bruising time for SoftBank-backed Paytm ,Facebook,1.0,0.0,1.0,1.0
8240,Facebook gets rid of 'pseudoscience' ad-targeting category ,Facebook,1.0,0.0,1.0,0.0
8247,Facebook will spend $5.7 billion to take just under 10% of Reliance Industries' digital unit,Facebook,1.0,0.0,1.0,0.5
8254,On @Breakingviews: It’s easy to like Facebook friending Reliance ,Facebook,1.0,0.0,1.0,0.5
8257,Exclusive: Facebook agreed to censor posts after Vietnam slowed traffic - sources ,Facebook,1.0,0.0,-1.0,0.0
8259,Facebook removes anti-quarantine protest events in some U.S. states ,Facebook,1.0,0.0,1.0,0.0
8261,"Facebook, three Indonesian firms in early talks for mobile payment approval-regulator ",Facebook,1.0,0.0,1.0,1.0
8266,Facebook’s cryptocurrency Libra is getting a revamp in response to global criticism ,Facebook,1.0,0.0,1.0,1.0
8267,Facebook to notify users who have engaged with harmful COVID-19 posts,Facebook,1.0,0.0,1.0,0.0
8277,Washington AG sues Facebook over political ads ,Facebook,1.0,0.0,-1.0,-1.0
8279,Facebook must face renewed privacy lawsuit over user tracking ,Facebook,1.0,0.0,-1.0,-1.0
8286,Facebook launches new chat app for couples ,Facebook,1.0,0.0,1.0,1.0
8290,Facebook's WhatsApp limits message forwarding to slow spread of coronavirus misinformation ,Facebook,1.0,0.0,1.0,0.0
8296,"In coronavirus fight, oft-criticized Facebook data aids U.S. cities, states ",Facebook,1.0,1.0,0.0,0.0
8297,Tech companies including Facebook are teaming up with governments across Africa to fight misinformation about coronavirus on social media platforms ,Facebook,1.0,0.0,1.0,0.0
8301,Communities have launched support groups through WhatsApp and Facebook. But many vulnerable Britons struggle with the internet and smartphones ,Facebook,1.0,0.0,1.0,0.0
8303,On April 22nd Facebook agreed to buy 9.9% of Reliance's telecoms subsidiary Jio for $5.7m,Facebook,1.0,0.0,1.0,0.5
8304,"Facebook reportedly complied with requests to censor anti-government posts in Vietnam. Citing reasons from combating terrorism to protecting elections, politicians around the world are increasingly eager to restrict speech online. Our story from last year ",Facebook,1.0,1.0,-1.0,-0.5
8305,"If ByteDance generates $25bn in sales this year, as it is expected to despite covid-19, it will have done so three years faster than Facebook",Facebook,1.0,-1.0,0.0,0.0
8307,America has put antitrust investigations against Alphabet and Facebook on hold. Even EU tech sceptics want to rethink their approach to regulating AI ,Facebook,1.0,0.0,0.5,0.5
8308,"Young, image-conscious wizards market their talents on YouTube and Facebook ",Facebook,0.0,1.0,0.0,0.0
8310,Facebook's new 'Messenger Rooms' lets people start group video chats that can be joined by up to 50 people,Facebook,1.0,0.0,1.0,1.0
8313,Aung San Suu Kyi opens Facebook account ,Facebook,1.0,0.0,1.0,0.0
8315,"Facebook's core advertising business has been upended by the pandemic, but the company says it saw ""signs of stability"" in the first three weeks of April ",Facebook,1.0,-2.0,0.5,0.0
8325,"Facebook will remove some posts on anti-stay-at-home protests being organized in California, New Jersey and Nebraska after consulting with officials in those states, a company spokesperson says. ",Facebook,1.0,-1.0,1.0,0.0
8331,"People are coming together virtually to celebrate, pray and worship during the coronavirus pandemic. We follow religious leaders through a week of leading their congregations online while social distancing is in effect. Watch ""Go There"" on Facebook: ",Facebook,0.0,1.0,0.0,0.0
